packed_source_key,shard_id
8970,0
8972,3
8976,0
8990,1
8994,1
9014,1
9024,0
9026,0
9030,1
9032,3
9034,0
9036,0
9040,1
9046,0
9076,0
9078,1
9086,0
9092,1
9094,0
9100,0
9102,1
9104,0
9106,0
9112,1
9116,1
9128,0
9132,0
9156,2
9168,0
9174,0
9176,0
9186,1
9190,3
9194,1
9198,1
9224,3
9227,0
9228,0
9258,2
9276,0
9278,2
9282,2
9286,0
9314,1
9316,3
9352,2
9358,3
9376,0
9378,0
9404,3
9406,3
9408,3
9412,3
9416,1
9420,1
9444,0
9446,1
9468,2
9524,3
9542,0
9544,2
9560,2
9564,3
9572,2
9574,2
9578,2
9596,3
9612,1
9616,0
9632,0
9640,2
9644,3
9646,2
9648,0
9650,2
9664,2
9672,0
9674,2
9716,0
9736,3
9758,2
9766,2
9770,3
9772,2
9778,3
9818,0
9820,3
9822,1
9824,1
9826,2
9832,2
9834,2
9836,2
9844,0
9846,2
9850,2
9852,3
9854,2
9856,3
9858,1
9862,1
9864,3
9866,3
9868,2
9870,0
9876,3
9878,2
9884,0
9888,0
9892,1
9902,0
9903,1
9904,1
9906,1
9908,1
9916,1
9918,0
9920,0
9922,1
9928,0
9930,1
9934,2
9940,1
9944,1
9946,2
9948,1
9950,3
9954,0
9956,1
9964,0
9968,2
9970,0
9972,3
9976,2
9980,3
9986,2
9990,0
9994,1
9998,3
10000,1
10002,2
10004,2
10057,0
10076,0
10096,2
10102,2
10104,2
10110,2
10112,3
10120,3
10128,3
10130,3
10132,2
10140,1
10142,1
10144,0
10242,1
10244,2
10246,0
10250,0
10252,1
10274,1
10286,1
10290,2
10292,2
10294,3
10306,3
10310,2
10312,0
10330,1
10336,2
10344,2
10348,0
10350,0
10352,0
10358,2
10370,2
10406,1
10408,1
10410,2
10412,2
10454,2
10456,2
10472,0
10474,2
10482,2
10494,2
10510,0
10513,1
10514,2
10518,2
10558,0
10578,0
10629,1
10638,2
10664,3
10666,2
10668,2
10670,2
10672,0
10706,1
10750,1
10786,1
10842,2
10848,1
10850,2
10868,3
10916,1
10920,2
10940,2
10942,2
10962,2
10964,2
10966,2
10970,3
10972,1
10975,0
10976,1
10984,0
10986,2
10988,2
11006,0
11012,1
11022,0
11032,1
11042,3
11056,0
11088,1
11096,0
11098,0
11100,1
11102,1
11104,1
11116,1
11118,0
11121,1
11180,1
11182,2
11184,3
11190,1
11217,1
11240,2
11244,2
11276,3
11306,0
11354,1
11360,0
11366,1
11372,3
11378,0
11386,0
11396,2
11416,1
11418,2
11434,2
11436,2
11446,0
11450,1
11458,1
11466,3
11479,0
11502,3
11504,2
11506,3
11518,1
11520,3
11530,2
11534,2
11538,2
11560,1
11562,1
11592,3
11602,1
11634,2
11640,1
11644,3
11650,0
11684,2
11690,2
11702,0
11704,1
11708,1
11714,2
11747,3
11749,1
11751,2
11752,0
11769,2
11771,0
11778,1
11788,2
11789,0
11791,0
11792,3
11796,2
11804,0
11811,1
11820,0
11830,0
11832,1
11834,2
11838,0
11840,2
11842,2
11844,2
11846,1
11848,0
11850,0
11852,3
11854,2
11856,2
11874,2
11902,1
11910,0
11912,2
11922,1
11930,3
11932,0
11934,0
11936,1
11942,1
11982,2
11988,0
11992,2
11996,2
12006,0
12014,2
12031,1
12032,2
12040,1
12044,2
12046,0
12052,3
12056,2
12074,1
12076,1
12116,2
12136,1
12138,1
12142,2
12144,1
12146,1
12150,0
12152,1
12154,1
12162,1
12206,2
12212,1
12220,3
12228,0
12232,2
12265,1
12287,2
12290,0
12332,2
12342,1
12344,3
12346,1
12401,2
12434,1
12554,2
12556,0
12558,0
12560,1
12564,0
12566,1
12611,2
12618,1
12624,0
12634,3
12682,1
12692,1
12746,3
12786,2
12791,1
12792,1
12808,0
12828,3
12830,0
12870,0
12878,0
12880,1
12922,2
12926,2
12932,0
12940,2
12942,1
12944,1
12946,2
12948,2
12952,3
12954,0
12956,2
12958,0
12976,1
12996,0
12998,2
13038,1
13040,1
13042,2
13044,0
13046,2
13048,2
13058,1
13070,2
13074,0
13076,0
13104,1
13114,0
13150,1
13178,1
13182,2
13186,1
13218,2
13220,3
13230,0
13238,1
13240,0
13246,1
13274,0
13278,1
13282,2
13286,2
13288,1
13292,2
13374,1
13382,1
13430,1
13446,1
13590,0
13688,0
13754,1
13756,1
13766,2
13768,3
13832,0
13834,2
13866,1
13868,3
13870,1
13872,2
13894,0
13896,1
13898,1
13900,0
13902,1
13914,0
13922,1
13926,1
13928,0
13934,2
13936,1
13940,3
13942,3
13943,1
13944,0
13946,1
13948,3
13952,3
13954,0
13956,0
14012,2
14014,1
14016,3
14020,1
14022,2
14024,1
14030,3
14180,1
14182,1
14186,1
14190,0
14193,2
14262,0
14343,1
14364,1
14366,1
14382,0
14422,1
14428,0
14432,3
14438,1
14440,0
14454,2
14458,0
14466,1
14498,0
14540,0
14554,3
14556,1
14560,3
14576,0
14580,1
14582,1
14588,0
14590,2
14598,0
14600,1
14602,3
14606,1
14608,1
14610,0
14652,0
14680,0
14682,1
14684,1
14686,1
14690,0
14694,0
14696,2
14700,0
14702,2
14706,2
14709,0
14728,0
14779,0
14884,1
14886,0
14890,0
14892,0
14900,0
14902,0
14904,0
14906,0
14908,3
14914,0
14918,0
14922,0
14966,3
14968,0
14970,0
15000,1
15002,1
15008,3
15012,3
15016,0
15018,2
15020,2
15022,1
15024,0
15028,3
15030,1
15032,0
15036,0
15040,1
15094,3
15096,1
15098,0
15102,0
15104,0
15106,0
15110,0
15195,1
15470,0
15474,1
15594,2
15655,2
15663,0
15674,3
15678,1
15680,0
15714,1
15718,1
15720,2
15722,1
15724,1
15726,1
15740,2
15742,3
15744,3
15746,1
15748,0
15826,1
15832,2
15884,1
15888,2
15944,0
15946,2
15948,0
15956,0
15958,0
15960,0
15968,0
15970,0
15976,2
15984,3
16010,0
16014,0
16018,0
16020,2
16022,1
16024,0
16032,2
16085,1
16086,1
16092,1
16102,0
16104,1
16106,1
16108,0
16110,0
16112,1
16120,2
16126,3
16130,0
16132,0
16134,2
16136,0
16138,1
16142,3
16144,1
16146,1
16148,2
16150,2
16154,0
16156,0
16158,1
16160,2
16176,1
16180,1
16184,0
16188,1
16190,0
16258,2
16260,2
16282,2
16325,2
16386,0
16388,1
16390,0
16394,1
16396,1
16404,0
16408,0
16416,2
16432,1
16434,2
16442,2
16448,0
16494,0
16530,1
16532,1
16540,1
16542,0
16544,1
16546,0
16548,1
16550,0
16552,2
16554,0
16558,2
16560,2
16564,2
16568,2
16570,1
16572,2
16576,1
16578,1
16580,0
16582,1
16584,0
16586,0
16632,2
16638,2
16642,0
16648,1
16650,1
16652,0
16654,0
16656,0
16658,0
16664,2
16666,1
16674,0
16676,0
16680,1
16682,2
16684,1
16692,0
16696,1
16698,1
16710,0
16712,1
16714,3
16716,0
16718,2
16726,0
16732,1
16734,0
16746,0
16748,0
16764,2
16772,0
16776,1
16780,0
16782,2
16784,0
16786,0
16796,1
16816,0
16818,1
16820,3
16826,0
16828,2
16832,1
16834,3
16840,1
16842,3
16844,1
16848,1
16852,1
16854,0
16856,1
16858,2
16870,2
16872,3
16876,1
16878,1
16880,0
16892,2
16894,3
16904,0
16906,1
16912,0
16914,1
16922,0
16926,2
16934,0
16938,0
16940,0
16942,2
16974,1
16976,0
16978,0
16982,1
16988,2
17021,0
17024,1
17072,0
17090,1
17110,1
17166,1
17168,0
17174,0
17176,2
17184,0
17234,0
17236,2
17238,0
17286,0
17290,0
17298,0
17306,1
17312,0
17330,1
17338,1
17344,2
17352,1
17362,0
17376,1
17380,2
17382,2
17384,3
17392,1
17394,0
17396,0
17398,0
17406,1
17474,2
17476,1
17480,0
17482,0
17488,2
17490,3
17494,2
17496,2
17528,0
17530,1
17532,1
17538,0
17542,3
17559,0
17560,1
17570,3
17620,0
17628,1
17632,1
17636,1
17662,1
17664,1
17668,0
17670,0
17672,0
17676,1
17678,0
17680,0
17682,1
17684,2
17686,0
17688,0
17690,0
17694,3
17696,0
17698,1
17700,1
17702,1
17704,1
17708,1
17712,0
17718,1
17720,2
17732,2
17734,1
17738,1
17740,1
17742,0
17744,0
17746,1
17748,0
17750,1
17758,0
17760,1
17762,0
17764,0
17766,1
17768,1
17770,1
17784,2
17790,1
17796,3
17798,2
17810,2
17818,0
17826,0
17828,0
17830,2
17832,0
17840,0
17844,0
17846,0
17852,3
17866,3
17874,1
17876,0
17878,3
17880,2
17884,1
17888,1
17904,1
17906,1
17908,2
17920,0
17922,0
17926,0
17930,1
17932,0
17934,0
17936,2
17940,2
17946,2
17948,1
17950,1
17952,1
17956,1
17962,1
17964,0
17966,2
17968,0
17972,1
17974,1
17976,1
17978,1
17982,1
17984,1
17992,1
17994,2
17996,1
17998,1
18006,0
18010,2
18014,0
18016,0
18018,1
18022,2
18024,1
18026,0
18032,0
18034,2
18042,0
18044,2
18046,0
18048,1
18050,1
18052,1
18053,0
18054,2
18056,1
18058,0
18060,0
18064,0
18066,2
18068,2
18070,0
18072,0
18074,1
18076,1
18078,1
18080,0
18082,1
18084,1
18086,1
18088,0
18090,1
18091,0
18102,1
18106,1
18108,2
18112,0
18114,2
18116,1
18118,1
18120,1
18122,1
18124,0
18126,2
18128,1
18130,1
18132,1
18134,1
18140,1
18142,1
18144,0
18146,1
18148,1
18150,0
18154,2
18156,0
18158,1
18160,1
18162,0
18164,3
18170,1
18172,1
18174,1
18178,2
18180,0
18182,1
18184,2
18186,1
18190,2
18192,2
18198,1
18200,0
18202,1
18204,1
18206,1
18208,0
18231,2
18313,0
18399,2
18407,1
18416,0
18431,2
18510,0
18514,0
18520,2
18522,1
18524,2
18526,1
18528,1
18532,1
18534,2
18536,1
18540,1
18542,1
18544,0
18546,0
18550,1
18552,0
18554,0
18556,1
18558,0
18560,0
18562,0
18564,1
18566,0
18570,0
18572,0
18576,2
18578,0
18580,1
18581,1
18582,0
18584,1
18586,1
18588,0
18592,1
18594,0
18596,1
18598,0
18600,1
18602,2
18604,2
18606,0
18608,1
18610,2
18612,1
18616,2
18620,1
18622,2
18624,0
18626,0
18628,0
18630,0
18632,0
18638,0
18640,1
18644,0
18646,0
18647,1
18650,0
18652,0
18654,1
18662,0
18666,1
18668,0
18670,0
18672,0
18678,0
18680,0
18682,0
18684,0
18686,1
18687,0
18688,0
18692,0
18696,0
18698,0
18700,0
18704,0
18706,0
18708,0
18710,0
18712,1
18714,1
18716,0
18718,0
18720,0
18722,0
18724,0
18728,0
18732,0
18734,1
18744,1
18746,0
18748,0
18754,0
18756,0
18761,2
18762,0
18764,2
18766,0
18768,0
18770,1
18772,0
18774,0
18776,0
18778,0
18780,0
18782,2
18784,0
18786,1
